poi_id,name,lat,lon,open_min,close_min,stay_min,province,city,description,time_str,airport
1011,乌伦古湖,47.243657,87.408765,480,1170,180,新疆,阿勒泰,乌伦古湖，位于中国新疆北部阿勒泰地区，是一个自然形成的高山湖泊，以其清澈的湖水和周围壮丽的自然景观而闻名。\n\n乌伦古湖不仅是自然爱好者和摄影师的天堂，也是徒步旅行者和户外探险者的理想目的地。在这里，游客可以进行徒步、野营、钓鱼等活动，或者仅仅是在湖边静坐，享受大自然的宁静和美丽。,08:00-19:30,
1012,那拉提草原,43.2925,84.229012,0,1440,180,新疆,伊犁,那拉提草原位于中国新疆伊犁哈萨克自治州，是一片广袤而美丽的高山草原，也被称为“空中草原”，因其海拔较高（超过2000米）和独特的地理位置而得名。\n\n那拉提草原不仅自然景观迷人，还是哈萨克族人的传统居住地，保持着丰富的民族文化和传统生活方式。(具体营业时间以当地为准),0:00-23:59,新源那拉提机场
1013,喀什古城,39.471539,75.999161,480,1260,90,新疆,喀什,喀什古城，位于中国新疆西南部的喀什市，是一座历史悠久且充满生活气息的古城。\n\n作为丝绸之路上的重要城市之一，喀什古城承载着深厚的历史文化和独特的民族特色，是了解维吾尔文化的重要窗口。这座古城以其伊斯兰建筑风格著称，其中最著名的莫过于喀什大巴扎，是中亚最大的市场之一。走进喀什，仿佛走进一个异域境地。,08:00-21:00,喀什机场
1014,艾提尕尔清真寺,39.472141,75.987892,630,1140,90,新疆,喀什,"艾提尕尔清真寺，位于中国新疆喀什市，是该市最著名的伊斯兰教建筑之一，也是新疆规模最大的清真寺之一。\n\n清真寺的主体建筑为祈祷大厅，内部装饰华丽，以木雕和彩绘为主，充满了浓郁的宗教气氛。艾提尕尔清真寺不仅是喀什市的宗教中心，也是当地维吾尔族穆斯林社区的精神象征。每逢周五和重要的宗教节日，成千上万的信徒会聚集于此，进行祈祷和宗教活动，场面庄严肃穆。(每天下午14:00-16:00为礼拜时间,不接待游客)",10:30-19:00\n,喀什机场
1016,白哈巴村,48.692024,86.78804,0,1440,120,新疆,阿勒泰,"白哈巴村，被誉为中国最美的边境小村，位于新疆阿勒泰地区，紧邻中哈边界。这个小村庄因其独特的自然风光和原始的村落风貌而闻名，是摄影爱好者和自然爱好者的理想目的地。\n\n白哈巴村背靠壮丽的阿尔泰山脉，面朝清澈的哈巴河，被茂密的森林所环绕。村落的木质房屋简朴而古朴，充满了原生态的美感。也是绝佳小众徒步目的地。(旺季时间为每年5月1日至10月15日,淡季时间为每年10月16日至次年4月30日)",0:00-23:59\n,布尔津喀纳斯机场
1017,五彩滩,47.836555,86.682388,540,1230,150,新疆,阿勒泰,五彩滩位于中国新疆北部的布尔津县，靠近额尔齐斯河，是一处以其独特地质景观著称的自然奇观。这个地方因河滩上色彩斑斓的岩石而得名，五彩滩的岩石主要由红色、黄色、绿色、白色和黑色等多种颜色组成，这些色彩来自于长期的风化作用和矿物质的沉积。\n\n在阳光的照射下，这些岩石呈现出绚丽多彩的效果，特别是在日落时分，整个河滩仿佛被金色的阳光所覆盖。河滩周围的额尔齐斯河是中国唯一流入北冰洋的河流。,09:00-20:30,布尔津喀纳斯机场
1018,喀拉峻草原,43.09864,82.037804,600,1200,180,新疆,伊犁,喀拉峻草原位于中国新疆伊犁哈萨克自治州，是一个广阔而迷人的自然草原，被誉为“高山草原之王”。\n\n这片草原坐落在天山山脉中，海拔较高，环境原始，风光旖旎；这里不仅是各种野生动物的栖息地，也是鸟类的天堂。在这里，你可以深入探索未被破坏的自然景观，体验与自然完美融合的感觉。(17:00禁止入园，最佳旅游季节:5月到9月底),10:00-20:00,
1019,布尔津镇,47.704391,86.86483,0,1440,120,新疆,阿勒泰,布尔津（Burqin）是位于中国新疆维吾尔自治区阿勒泰地区的一个迷人小镇，坐落在阿尔泰山脉的脚下，毗邻哈萨克斯坦边境。被誉为“中国的瑞士”。\n\n这个小镇坐落在壮丽的阿尔泰山脉中，四周环绕着青山绿水、草原和森林，罗布泊、五彩滩、白哈巴、喀纳斯湖等，都可以在布尔津慢慢欣赏。,0:00-23:59,布尔津喀纳斯机场
1020,福海县,47.112434,87.486828,0,1440,150,新疆,阿勒泰,福海是中国新疆维吾尔自治区北部的一个美丽的县级市，位于阿尔泰山脉和额尔齐斯河谷之间。\n\n福海境内还有一些美丽的湖泊，如赛里木湖和喀纳斯湖，它们被誉为中国最美丽的湖泊之一，吸引着众多游客前来观光和度假。在福海还可以在这里感受到多元文化的交融。,0:00-23:59,福海站
1023,喀拉库勒湖,38.44341,75.059409,600,1200,180,新疆,喀什,喀拉库勒湖，位于中国新疆帕米尔高原东部的昆仑山脉中，是一处高山湖泊，因其独特的自然景观和清澈的湖水而闻名。湖泊海拔高达3600米左右，被称为“高原明珠”，是帕米尔高原上的一颗璀璨明珠。\n\n喀拉库勒湖还是众多野生动植物的栖息地，生态环境十分丰富。在这里可以看到各种高原特有的植被以及野生动物，如野羊、雪豹等稀有物种。每年都是众多海内外游客前往此地观赏。\n\n,10:00-20:00,
1024,慕士塔格冰川公园,38.274662,74.919632,600,1200,180,新疆,喀什,慕士塔格峰，位于中国新疆帕米尔高原的昆仑山脉中，是著名的“父亲之山”。以其雄伟壮观的山峰和终年积雪覆盖的景象而闻名。\n\n慕士塔格峰的高度为7546米，是昆仑山脉中最高的峰之一，也是世界上最为壮观的高山之一。士塔格峰的名字在塔吉克语中意为“冰山”，这个名字来源于其山顶永久性的雪帽和冰川。这些冰川是中亚地区最大的冰川之一，吸引着无数游客和登山爱好者前来。,10:00-20:00,
1027,楼兰遗址,40.27953,90.0,600,1200,150,新疆,新疆,楼兰，又称为“楼兰古国”，是位于今天中国新疆罗布泊周边地区的一个古代城邦，约存在于公元前2世纪至公元4世纪。这个古国的历史和文化承载着丰富的神秘色彩，是古丝绸之路北路上的重要站点之一。\n\n楼兰古国在历史上曾是一个繁荣的贸易中心，由于其地理位置的重要性，成为东西方文化和商品交流的桥梁。然而，随着气候变化和环境恶化，楼兰古国逐渐衰落，最终在沙漠中消失，留下了众多未解之谜和考古价值。神秘的楼兰是全世界都在关注的一个神秘地方。(14:00-16:00休息),10:00-20:00,
1028,帕米尔高原,37.795135,75.202332,540,1140,150,新疆,喀什,帕米尔高原，位于中国新疆西南部，被誉为“世界屋脊”的延伸部分，是地球上最高的高原之一。高原海拔普遍在4000米以上；帕米尔高原地势崎岖，多山丘、冰川和草甸，其中包括了一些世界最高的山脉，如昆仑山、喜马拉雅山、天山和喀喇昆仑山。这些山脉不仅构成了壮观的自然景观，也是众多河流的发源地，帕米尔高原也是多个民族和文化的交汇点，其中主要居住着塔吉克族等民族，他们保持着独特的传统文化和生活方式。这里也是研究中亚文化和历史的重要地区。（开放时间每年10月下旬到11月中旬20天左右的时间）,每年10月下旬到11月中旬20天左右,
1029,库车大峡谷,42.107883,83.058586,600,1140,180,新疆,阿克苏,库车大峡谷，位于中国新疆库车县境内，峡谷由红色砂岩和泥岩经过千万年的风化\n和水流侵蚀形成，呈现出了奇特的地质结构和壮丽的峡谷景观。峡谷中的岩石因含铁量不同而呈现出多种颜色，从深红色到黄色不等；此外，库车大峡谷周边还分布着丰富的文化遗产，包括古代的石窟艺术和佛教遗址，展示了这一地区悠久的历史和文化。,10:00-19:00,
1032,天山天池,43.88134,88.129059,570,1080,150,新疆,乌鲁木齐,天山天池，位于中国新疆维吾尔自治区乌鲁木齐市北部的天山山脉中，是一个高山湖\n泊，以其绝美的自然风光和清澈的湖水而闻名。\n\n天池的海拔约为1980米，被壮丽的天山雪峰所环抱，著名的“卧龙湖“和“镜泊“的传说均来自这里，为天池增添了一丝神秘色彩。此外，湖区周边分布着多个少数民族村落，游客可以在这里体验当地的民族文化和习俗。,09:30-18:00,
1033,吐尔根杏花沟,43.534702,83.438354,0,1440,150,新疆,伊犁,吐尔根瀑布，位于中国新疆伊犁哈萨克自治州的吐尔根河谷内，是新疆地区最著名的瀑\n布之一。它位于天山山脉中，由吐尔根河的水流形成，被壮丽的山景和茂密的森林所环绕，吐尔根瀑布所在的吐尔根河谷也是生物多样性的宝地，拥有多种野生动植物。这里的自然环境未受太多人为干扰，为众多生物提供了良好的栖息地。,暂无,
1034,海上魔鬼城,46.970242,87.500763,600,1320,150,新疆,塔城,海上魔鬼城，也称为乌尔禾魔鬼城，位于中国新疆克拉玛依市乌尔禾区，这个“魔鬼城”实际上是由风蚀地貌形成的雅丹地貌，因其形状奇特、声音怪异而得名。\n\n魔鬼城的地貌主要由风化作用和风蚀作用共同形成，经过千万年的自然侵蚀，形成了一系列独特的岩石结构和土丘，其外形似城堡、动物、人物或其他各种奇形怪状的物体，十分壮观。在强风吹拂时，这些结构会发出怪异的声音，仿佛有鬼怪在哭泣，因此被称为“魔鬼城”。\n\n,10:00-22:00,
1035,世界魔鬼城,46.136829,85.735428,540,1140,150,新疆,塔城,世界魔鬼城，又名乌尔禾魔鬼城，位于中国新疆的克拉玛依市，当夜幕降临，风穿梭在狭窄曲折的岩石间，发出阵阵怪异的响声，宛如鬼哭狼嚎，令人毛骨悚然，这就是“魔鬼城”名字的由来。\n\n这里不仅是大自然的杰作，更是探险者和摄影师的天堂。不管是日出的第一缕阳光，还是日落时分的金色余晖，都给这片荒漠之地增添了几分神秘与壮美。这是一个远离尘嚣、探索未知、挑战自我、追求纯粹自然之美的绝佳之地。每一次的访问，都将是一次对大自然力量的全新认识，一场心灵与自然的对话。,10：30-18：30\n,
1036,奎屯,44.426301,84.903313,0,1440,150,新疆,塔城,奎屯，位于中国新疆维吾尔自治区北部，是伊犁哈萨克自治州下辖的一个县级市。它处在新疆的交通要道上，是连接北疆与南疆的重要枢纽，因其地理位置的战略重要性而历史悠久。这座城市是多民族聚居的地区，主要有汉族、哈萨克族、维吾尔族等民族。在这里可以感受到不同民族和谐共处的氛围。（开放时间5月至10月）\n\n,0:00-23:59\n,奎屯站
1037,独山子大峡谷,44.292229,84.800323,600,1170,180,新疆,塔城,独山子大峡谷位于中国新疆维吾尔自治区克拉玛依市，这个大峡谷是由数百万年的风蚀和水蚀作用形成的，独山子大峡谷的最大特点是它的岩石结构，主要由红色砂岩组成，经过长时间的侵蚀，形成了峡谷、沟壑、天然石桥和各种奇形怪状的岩石。这些岩石在阳光的照射下，色彩斑斓，尤其在日出和日落时分，景色更加迷人。\n\n独山子大峡谷不仅是一处自然美景，也是地质学家和自然爱好者的天堂。它以其独特的地质景观、壮丽的自然美和科学研究价值，吸引着来自世界各地的游客和科学家前来探索和研究。（开放时间1月1日至3月31日11:00-18:00；4月1日至12月31日10:00--19:30）,10:00-19:30,
1038,安集海大峡谷,44.100586,85.089806,0,1440,180,新疆,塔城,安集海大峡谷，位于中国新疆维吾尔自治区塔城地区，是一处由安集海河侵蚀而成的自然地质奇观。大峡谷全长约5公里，最深处可达200多米。峡谷两侧的岩壁陡峭，由红色砂岩构成，经过千万年的风化和水流侵蚀，形成了许多奇形怪状的岩石和沟壑。这里是新疆地区一颗璀璨的旅游明珠。\n\n,0:00-23:59,
1039,鹿角湾,43.986382,85.174449,600,1140,150,新疆,阿勒泰,鹿角湾位于中国新疆北部的阿勒泰地区，这个湾区由额尔齐斯河流经而形成，河流在这里转弯折曲，形成了类似鹿角的独特形状，因此被称为“鹿角湾”。鹿角湾是进行徒步、野营、钓鱼和摄影的绝佳地方，亲近自然，相拥天地。,10:00-19:00,
1040,硫磺沟,43.689154,87.171736,0,1440,150,新疆,阿勒泰,\n硫磺沟位于中国新疆北部阿勒泰地区，是一处以丰富的硫磺资源和独特的地热现象而闻名的地区。这里的地热活动十分活跃，形成了多个硫磺泉和独特的地质景观，硫磺纳斯的特色在于其天然的硫磺温泉，这些温泉富含多种矿物质，特别是硫磺成分。当地居民和游客常来这里沐浴和体验温泉的疗效，值得游客来打卡体验。,0:00-23:59,
1041,贾登峪,48.491798,87.17099,0,1440,150,新疆,伊犁,贾登裕是中国新疆地区的一个自然景观区，位于伊犁哈萨克自治州境内贾登裕不仅适合进行户外活动如徒步、骑行和野营，也是体验新疆当地民族文化的好地方。这里的自然风光与当地哈萨克族和其他民族的传统生活方式相结合，为游客提供了一个深入了解和体验当地民俗和文化的机会。,0:00-23:59,
1042,果子沟金顶,46.145554,83.558859,0,1440,150,新疆,伊犁,"果子沟金顶，位于中国新疆乌鲁木齐市东郊的天山山脉中，这里之所以被称为“金顶”，\n是因为它位于天山主脉的最高峰，海拔达到了约4,374米，是天山山脉的顶峰之一。\n\n这里是哈萨克族人的传统居住地，游客可以了解到他们的生活方式、文化习俗和民间传说。此外，金顶附近还有一些古老的寺庙和神秘的洞穴，吸引着历史爱好者和文化探索者前来参观。",0:00-23:59,
1043,果子沟大桥,44.476361,81.13905,0,1440,150,新疆,伊犁,果子沟大桥，位于中国新疆乌鲁木齐市东郊的果子沟风景区，横跨在果子沟峡谷之上。这座桥梁不仅是交通要道，也是观赏天山美景的绝佳位置。大桥不仅是一处景点，也是通往果子沟风景区的重要通道。游客可以步行或开车经过这座大桥，抵达风景区的入口，开始探索这片天山美景的宝地。成为新疆旅行的一部分不可或缺的一环。,0:00-23:59,
1044,昭苏县,43.157809,81.131198,0,1440,150,新疆,伊犁,昭苏，位于中国新疆维吾尔自治区北部，是一座充满历史和文化魅力的城市。它坐落在壮丽的天山山脉脚下，被誉为新疆的“天山明珠”。\n\n昭苏以其丰富的历史和多元的文化而闻名。这里曾是古代丝绸之路的重要节点之一，吸引了来自中亚和欧洲的商旅和文化交流。因此，昭苏保留了丰富的历史遗迹，如古代城墙、清真寺和古老的宫殿等，这些建筑见证了昭苏悠久的历史。（最佳旅游时间是5月到9月）,0:00-23:59\n,昭苏天马机场
1045,夏塔古道,42.597706,80.668144,480,1080,150,新疆,伊犁,夏塔，位于中国新疆维吾尔自治区伊犁哈萨克自治州，是一座美丽的小镇，被誉为伊犁地区的“清新明珠”。夏塔坐落在伊犁河畔，背靠雪山，环境优美，这个小镇以其丰富的果园而闻名，伊犁河穿镇而过，河水清澈见底，河畔是郁郁葱葱的树林和绿草地，是散步和休闲的好地方。,8:00-18:00,
1046,琼库什台,42.921036,82.198784,0,1440,150,新疆,伊犁,琼库什台，位于中国新疆维吾尔自治区伊犁哈萨克自治州，琼库什台地区拥有壮丽的山脉和湖泊，是户外活动的理想场所。\n\n这里曾是古代丝绸之路的一部分，保留了许多历史遗迹，如古老的清真寺和古代城墙。琼库什台是一个集自然美景、户外活动和文化体验于一身的旅游胜地。可以满足您的多种旅行需求。,暂无,
1047,特克斯八卦城,43.215099,81.839867,0,1440,150,新疆,伊犁,特克斯八卦城，位于中国新疆维吾尔自治区伊犁哈萨克自治州，这座城市以其独特的八卦城格局和丰富的民族文化而闻名，特克斯八卦城的名字源自其城市规划，整个城市被分为八个部分，呈八卦图形，这种城市布局在古代被认为具有宗教和风水意义。\n\n这里的居民主要是维吾尔族，游客可以在八卦城内品尝到正宗的维吾尔美食，体验维民生活。\n,0:00-23:59,昭苏天马机场
1048,阔克苏大峡谷,42.9995,81.948814,510,1290,180,新疆,伊犁,"阔克苏大峡谷，位于中国新疆维吾尔自治区伊犁哈萨克自治州，是一处壮丽的自然\n奇观，也被誉为“中国的羚羊谷”。这个峡谷地处天山山脉的深处，被誉为“天山明珠”。\n\n阔克苏大峡谷以其红色的峡谷岩石而著名，这些岩石形状各异，有些如羚羊仰望天空，因此也被称为“羚羊谷”。是户外爱好者的天堂（7:30停止售票,17:40停止入园）。",08:30-21:30,
1049,巩留县,43.48257,82.23175,0,1440,150,新疆,伊犁,巩留，位于中国新疆维吾尔自治区伊犁哈萨克自治州，是一座历史悠久的古城，也被称为“伊犁古城”。它曾是古代丝绸之路的重要节点之一，吸引了来自中亚和中国内地的商旅和文化交流。主要民族包括维吾尔族、汉族和哈萨克族。,0:00-23:59,
1050,恰西森林公园,43.087322,82.693047,600,1080,180,新疆,伊犁,恰西森林公园，位于中国新疆维吾尔自治区伊犁哈萨克自治州，是一处壮丽的自然风景区，也是伊犁地区的一个重要旅游胜地。\n\n在恰西森林公园内，您还可以进行钓鱼、皮划艇和骑马等各种户外活动。此外，恰西森林公园也是野生动物的栖息地，您有机会在此观察到一些珍稀的野生动物，如雪豹、石羊和各种鸟类。这里是新疆的天然绿洲。（最佳时间:5、6月）,10:00-18:00,
1051,塔里木森林公园,43.219509,82.530739,480,1200,180,新疆,新疆,塔里木森林公园位于中国新疆维吾尔自治区，是一个位于塔克拉玛干沙漠边缘的自然保护区。这个公园以其独特的沙漠景观和独特的植被而闻名，是一个自然生态旅游胜地。\n\n该公园坐落在塔克拉玛干沙漠的边缘，沙漠的金黄沙丘与绿洲地带形成了鲜明的对比，为游客提供了壮丽的自然景观。,08:00-20:00,
1052,巴音布鲁克大草原,43.026286,84.131874,420,1140,180,新疆,巴音郭楞,巴音布鲁克大草原（BayingolinGrassland）位于新疆维吾尔自治区巴音郭楞蒙古自治州，占地广阔，横跨巴音布鲁克、若羌、和静、和硕等县市。它位于塔克拉玛干沙漠东部，被誉为“中国的草原明珠”，是中国乃至中亚地区最重要的草原之一。\n\n巴音布鲁克大草原是牧业经济的重要基地，许多哈萨克族和蒙古族牧民在这里放牧，依赖草原上的牲畜饲养为生。（最佳时间为每年的6-9月）\n\n,7:00-19:00\n,
1053,唐布拉草原,43.69126,83.69461,0,1440,180,新疆,伊犁,唐布拉草原位于尼勒克县境内，是喀什河上游峡谷草原景观的统称，得名于唐布拉大峡谷。因为其山谷东侧山梁上有块硕大无比的岩石，恰似玉玺印章，故得名唐布拉（哈萨克语意为印章）。\n\n喀什河两岸丰茂的山地草原和河谷草原即是人们通常所指的唐布拉草原，是伊犁久负盛名的五大草原之一。（最佳游玩时接:5-8月）,0:00-23:59\n,
1054,孟克特古道,43.785999,83.912392,510,1260,150,新疆,阿勒泰,孟克特古道是位于中国新疆维吾尔自治区的一条古老的道路，连接着巴音布鲁克草原和布尔津县。\n\n孟克特古道具有悠久的历史，被认为是古代丝绸之路的一部分，曾经是连接中国和中亚地区的重要贸易和文化交流通道。它也被称为“蓝色之路”，在旅行时可以欣赏到蓝色的喀纳斯湖和布尔津河。（最佳游玩时节:6-9月）,08:30-21:00\n,
1055,乔尔玛,43.661671,84.338135,540,1140,150,新疆,喀什,乔尔玛位于横贯天山的独库公路与伊乔公路的交汇处，这里地形险要，一桥架通南北；乔尔玛四周的赛横得勒湖、乌勒肯萨湖、博尔阔拉湖好似一颗明珠，碧绿晶莹。\n\n雪谷之中，伴随着乔尔玛东部的喀什河源温泉；乔而玛的优质绿色大草原，养育着肥壮的尼勒克军马，驰名全国。,每年的6月初到10月初,
1056,哈希勒根达坂,43.749016,84.42621,540,1140,150,新疆,塔城,哈希勒根达坂，位于中国新疆维吾尔自治区伊犁哈萨克自治州塔城地区，在哈萨克语\n中，哈希勒根达坂意思为:“雪上达坂”，（达坂:冰雪簇拥的高山）；中国最美公路；是古丝绸之路的重要通道，连接着中亚和欧洲。\n\n地处天山山脉北麓，海拔2100米到3500米左右，高寒地区。这里有丰富的历史文化资源及旅游资源，站在当代，看古代。（6月初至9月底开放）,每年的6月初到10月初,
1057,天瀑,43.774002,84.455627,540,1140,150,新疆,伊犁,位于新疆维吾尔自治区伊犁哈萨克自治州尼勒克县，是独库公路上，老虎口与哈希勒根隧道之间的一处景点，“天瀑”穿越深山峡谷汇流而下，流向远方峡谷。\n（6月初至9月底开放）,每年的6月初到10月初,
1058,库车市区,41.717907,82.962013,540,1140,60,新疆,阿克苏,库车是中国新疆维吾尔自治区的一个城市，位于该自治区的西部，是新疆的一个重要地区，具有悠久的历史和丰富的文化遗产。\n\n库车地区是维吾尔族等多个民族的聚居地，库车周边地区有壮丽的自然景观，如塔克拉玛干沙漠和天山山脉。这些地方吸引着来自世界各地的游客，尤其是喜欢户外活动和探险的人们。(6月初至9月底开放),每年的6月初到10月初,库车龟兹机场
1059,天山大峡谷,43.362919,87.40168,600,1140,180,新疆,乌鲁木齐,天山大峡谷位于新疆维吾尔自治区的乌鲁木齐市以北，距离乌鲁木齐市中心相对较近，这个地区以险峻的峡谷、奇特的地貌和多彩的岩层而闻名。游客可以欣赏到悬崖峭壁、怪石嶙峋、瀑布溪流等壮观的景观。峡谷内有许多远足和探险的机会，让游客可以亲近自然。,10:00-19:00,
1061,塔合曼湿地,37.923405,75.188889,0,1440,150,新疆,阿克苏,塔合曼湿地位于新疆维吾尔自治区阿克苏地区，距离阿克苏市约70公里，位于塔什库尔干塔吉克自治县境内。塔塔合曼湿地是天山山脉的一部分，也是亚洲重要湿地生态系统的一部分。这个地区为许多珍稀濒危的物种提供了栖息地，包括黑颈鹤、大天鹅等。湿地还对调节气候、水资源保护和生态平衡维护起着重要作用。*前往塔合曼湿地一定要注意对自然生态的保护。(最佳旅行时间:6-8月),0:00-23:59\n,
1062,盘龙古道,37.631964,75.501143,540,1380,150,新疆,新疆,新疆盘龙古道，如一条绵延的玉带横贯天山，连接中亚与东疆。沿途高山峻岭、碧水蓝天，宛如仙境。古道蜿蜒曲折，临峭壁悬崖，历史悠久的驿站沿途点缀，见证着古丝绸之路的繁华。\n\n盘龙古道沿途风景如画，有雄浑的雪山、草原，还有深邃的峡谷，仿佛置身一幅天然画卷。(最佳游玩时节:6-9月）,09:00-23:00,
1063,班迪尔蓝湖,37.832848,75.436003,540,1140,180,新疆,喀什,班迪尔湖地处新疆喀什地区塔什库尔干塔吉克自治县班迪尔乡境内海拔3050米处，它位于塔古道旁，属于下坂地水库或坎儿洋龙池。班迪尔蓝湖因为水中矿物质成分的原因，湖水呈现出深邃的蓝色，与周围的灰白岩层和雪山相映成趣，又称蓝湖。（最佳游玩时节:6-9月）,每年的6月初到10月初,
1065,S20五克高速克拉玛依方向,45.180488,85.091231,0,1440,120,新疆,塔城,五工台—克拉玛依高速公路，简称“五克高速”，是新疆维吾尔自治区的一条省级高速公路，编号为新高速S20。它是新疆“6横6纵7枢纽8通道“高等级公路网中的第二横，是新疆东联西出的重要通道，也是由中国内地通往中亚地区的重要内陆通道，在自治区公路网中占重要地位。,0:00-23:59\n,
1066,伊宁市区,43.9095,81.27725,0,1440,60,新疆,伊犁,伊宁位于中国新疆维吾尔自治区的北部，是该地区最大的城市之一，也是伊犁哈萨克自治州的首府。\n\n伊宁地区被誉为“新疆的蓝天碧海”，在这里欣赏到阿尔泰山脉的壮丽山景、伊犁河的清澈流水、赛里木湖和天池的美丽以及广袤的草原。伊宁也是一个多民族和多文化的城市，主要有汉族、维吾尔族、哈萨克族、俄罗斯族等多个民族居住在这里，多元民族和风景使伊宁非常独特。,0:00-23:59\n,伊宁机场
1067,那拉提镇,43.328442,84.003922,0,1440,120,新疆,伊犁,那拉提镇位于中国新疆维吾尔自治区伊犁哈萨克自治州，是一个迷人的小镇，坐落在阿尔泰山脉的脚下，被誉为新疆的“绿洲明珠”。那拉提镇位于高海拔地区，因此气候凉爽，夏季宜人，冬季寒冷。这里是逃避酷暑的好地方，也是冬季冰雪运动的理想场所。,0:00-23:59\n,新源那拉提机场
